Absolute Time,Time Elapsed,Temperature,Vref,Average Output

15/05/2020 at 14:45:36,0.0,41.93632325819038,1.8817204301075279,545.75183
15/05/2020 at 14:45:39,3.0,41.93632325819038,1.8817204301075279,545.2421
15/05/2020 at 14:45:42,5.0,41.93632325819038,1.8817204301075279,544.6281
15/05/2020 at 14:45:44,8.0,41.93632325819038,1.8817204301075279,544.2878
15/05/2020 at 14:45:47,11.0,41.93632325819038,1.8817204301075279,544.0752
15/05/2020 at 14:45:50,14.0,41.93632325819038,1.8817204301075279,543.93976
15/05/2020 at 14:45:58,22.0,41.93632325819038,1.8817204301075279,590.7878
15/05/2020 at 14:46:01,25.0,41.93632325819038,1.8817204301075279,590.3658
15/05/2020 at 14:46:04,28.0,41.93632325819038,1.8817204301075279,590.1108
15/05/2020 at 14:46:12,36.0,41.93632325819038,1.8817204301075279,545.43695
15/05/2020 at 14:46:15,39.0,41.93632325819038,1.8817204301075279,544.7526
15/05/2020 at 14:46:18,42.0,41.93632325819038,1.8817204301075279,544.4778
15/05/2020 at 14:46:21,45.0,41.63557643456453,1.8817204301075279,543.54285
15/05/2020 at 14:46:25,49.0,41.04611884833093,1.8817204301075279,553.0578
15/05/2020 at 14:46:28,52.0,40.75719727805131,1.8817204301075279,558.32294
15/05/2020 at 14:46:31,55.0,40.528755852889,1.8817204301075279,561.57355
15/05/2020 at 14:46:34,58.0,40.30265745799454,1.8817204301075279,563.8719
15/05/2020 at 14:46:37,61.0,40.19047197284957,1.8817204301075279,565.9689
15/05/2020 at 14:46:40,64.0,40.0232570098668,1.8817204301075279,567.79224
15/05/2020 at 14:46:43,67.0,39.91248089608239,1.8817204301075279,569.54083
15/05/2020 at 14:46:46,70.0,39.802258665180545,1.8817204301075279,571.1879
15/05/2020 at 14:46:49,73.0,39.69258480585453,1.8817204301075279,572.6742
15/05/2020 at 14:46:52,76.0,39.58345388864937,1.8817204301075279,574.0942
15/05/2020 at 14:46:55,79.0,39.474860564348994,1.8817204301075279,575.4834
15/05/2020 at 14:46:58,82.0,39.366799562402925,1.8817204301075279,576.7122
15/05/2020 at 14:47:01,85.0,39.25926568939127,1.8817204301075279,577.8169
15/05/2020 at 14:47:04,88.0,39.1522538275271,1.8817204301075279,578.8177
15/05/2020 at 14:47:07,91.0,39.09894207178738,1.8817204301075279,579.732
15/05/2020 at 14:47:10,94.0,38.9927037926529,1.8817204301075279,580.4519
15/05/2020 at 14:47:14,97.0,38.88697505158759,1.8817204301075279,581.0663
15/05/2020 at 14:47:17,101.0,38.78175098423836,1.8817204301075279,581.4915
15/05/2020 at 14:47:20,104.0,38.67702679557834,1.8817204301075279,581.7255
15/05/2020 at 14:47:23,107.0,38.62485067594398,1.8817204301075279,581.6928
15/05/2020 at 14:47:26,110.0,38.52086746307452,1.8817204301075279,581.5271
15/05/2020 at 14:47:29,113.0,38.41737243610064,1.8817204301075279,581.5283
15/05/2020 at 14:47:33,117.0,38.31436103251234,1.8817204301075279,581.38763
15/05/2020 at 14:47:36,120.0,38.211828753462974,1.8817204301075279,581.6823
15/05/2020 at 14:47:39,123.0,38.109771162590334,1.8817204301075279,581.7158
15/05/2020 at 14:47:42,126.0,38.058919005658694,1.8817204301075279,581.72754
15/05/2020 at 14:47:45,129.0,37.95756526272872,1.8817204301075279,581.3824
15/05/2020 at 14:47:48,132.0,37.85667538294551,1.8817204301075279,581.42804
15/05/2020 at 14:47:51,135.0,37.75624513974355,1.8817204301075279,582.3391
15/05/2020 at 14:47:54,138.0,37.65627036406202,1.8817204301075279,583.36255
15/05/2020 at 14:47:57,141.0,37.606452489177805,1.8817204301075279,584.62286
15/05/2020 at 14:48:00,144.0,37.50715322102955,1.8817204301075279,585.8141
15/05/2020 at 14:48:03,147.0,37.45767082033295,1.8817204301075279,587.0881
15/05/2020 at 14:48:06,150.0,37.35903799245707,1.8817204301075279,588.2727
15/05/2020 at 14:48:09,153.0,37.30988657799347,1.8817204301075279,589.482
15/05/2020 at 14:48:12,156.0,37.260844510482166,1.8817204301075279,590.7779
15/05/2020 at 14:48:15,159.0,37.21191130447548,1.8817204301075279,592.2609
15/05/2020 at 14:48:18,162.0,37.114369551284625,1.8817204301075279,593.51294
15/05/2020 at 14:48:21,165.0,37.065760049219236,1.8817204301075279,594.9628
15/05/2020 at 14:48:24,168.0,37.01725749883994,1.8817204301075279,596.2795
15/05/2020 at 14:48:27,171.0,36.96886143054491,1.8817204301075279,597.4887
15/05/2020 at 14:48:29,173.0,36.92057137781843,1.8817204301075279,598.73224
15/05/2020 at 14:48:32,176.0,36.824307468277205,1.8817204301075279,599.9657
15/05/2020 at 14:48:35,179.0,36.776332693620176,1.8817204301075279,601.1167
15/05/2020 at 14:48:38,182.0,36.72846209879464,1.8817204301075279,602.2375
15/05/2020 at 14:48:41,185.0,36.6806952323165,1.8817204301075279,603.3619
15/05/2020 at 14:48:44,188.0,36.63303164563024,1.8817204301075279,604.4406
15/05/2020 at 14:48:47,190.0,36.58547089308357,1.8817204301075279,605.54364
15/05/2020 at 14:48:49,193.0,36.58547089308357,1.8817204301075279,606.66315
15/05/2020 at 14:48:52,196.0,36.96886143054491,1.8817204301075279,605.1333
15/05/2020 at 14:48:55,199.0,37.260844510482166,1.8817204301075279,602.5731
15/05/2020 at 14:48:58,202.0,37.35903799245707,1.8817204301075279,600.6341
15/05/2020 at 14:49:02,205.0,37.50715322102955,1.8817204301075279,598.0384
15/05/2020 at 14:49:05,208.0,37.55674694330632,1.8817204301075279,595.7165
