Absolute Time,Time Elapsed,Temperature,Vref,Average Output

29/06/2021 at 11:46:46,0.0,40.24649335053262,2.5073313782991207,375.67413
29/06/2021 at 11:46:49,2.0,40.19047197284957,2.5073313782991207,376.21942
29/06/2021 at 11:46:52,5.0,40.19047197284957,2.5073313782991207,377.0747
29/06/2021 at 11:46:55,8.0,40.13459260134588,2.5073313782991207,377.7264
29/06/2021 at 11:46:58,11.0,40.13459260134588,2.5073313782991207,378.25443
29/06/2021 at 11:47:00,14.0,40.30265745799454,2.5073313782991207,378.08823
29/06/2021 at 11:47:11,24.0,39.747353530310804,2.5073313782991207,445.25864
29/06/2021 at 11:47:14,27.0,40.19047197284957,2.5073313782991207,445.20636
29/06/2021 at 11:47:16,30.0,40.19047197284957,2.5073313782991207,445.32214
29/06/2021 at 11:47:26,40.0,39.747353530310804,2.5073313782991207,379.80298
29/06/2021 at 11:47:30,43.0,40.19047197284957,2.5073313782991207,379.46265
29/06/2021 at 11:47:32,46.0,40.13459260134588,2.5073313782991207,379.80533
29/06/2021 at 11:47:36,49.0,39.802258665180545,2.5073313782991207,371.94492
29/06/2021 at 11:47:40,53.0,39.31296705639732,2.5073313782991207,379.63306
29/06/2021 at 11:47:43,57.0,39.045758933194875,2.5073313782991207,385.2459
29/06/2021 at 11:47:46,60.0,38.83430023499695,2.5073313782991207,389.05646
29/06/2021 at 11:47:50,63.0,38.62485067594398,2.5073313782991207,392.63574
29/06/2021 at 11:47:53,66.0,38.52086746307452,2.5073313782991207,395.8428
29/06/2021 at 11:47:56,69.0,38.41737243610064,2.5073313782991207,399.3736
29/06/2021 at 11:47:59,73.0,38.26303528114378,2.5073313782991207,402.8349
29/06/2021 at 11:48:03,76.0,38.160740896868084,2.5073313782991207,406.421
29/06/2021 at 11:48:06,79.0,38.058919005658694,2.5073313782991207,410.51282
29/06/2021 at 11:48:09,82.0,37.95756526272872,2.5073313782991207,415.00793
29/06/2021 at 11:48:13,86.0,37.80640306867365,2.5073313782991207,419.70236
29/06/2021 at 11:48:16,89.0,37.75624513974355,2.5073313782991207,423.22684
29/06/2021 at 11:48:19,92.0,37.65627036406202,2.5073313782991207,426.8668
29/06/2021 at 11:48:22,95.0,37.60645248917781,2.5073313782991207,430.3759
29/06/2021 at 11:48:25,98.0,37.507153221029554,2.5073313782991207,433.86584
29/06/2021 at 11:48:28,102.0,37.40829924257501,2.5073313782991207,437.35446
29/06/2021 at 11:48:31,105.0,37.35903799245707,2.5073313782991207,440.4029
29/06/2021 at 11:48:34,108.0,37.260844510482166,2.5073313782991207,443.3577
29/06/2021 at 11:48:37,111.0,37.16308647775131,2.5073313782991207,446.22684
29/06/2021 at 11:48:40,114.0,37.11436955128462,2.5073313782991207,448.8775
29/06/2021 at 11:48:44,117.0,37.01725749883994,2.5073313782991207,451.57663
29/06/2021 at 11:48:47,120.0,36.96886143054491,2.5073313782991207,454.21146
29/06/2021 at 11:48:50,123.0,36.92057137781844,2.5073313782991207,456.6246
29/06/2021 at 11:48:53,126.0,36.824307468277205,2.5073313782991207,458.98462
29/06/2021 at 11:48:56,129.0,36.776332693620176,2.5073313782991207,461.20074
29/06/2021 at 11:48:59,132.0,36.72846209879464,2.5073313782991207,463.37076
29/06/2021 at 11:49:02,135.0,36.6806952323165,2.5073313782991207,465.39032
29/06/2021 at 11:49:05,138.0,36.63303164563024,2.5073313782991207,467.36377
29/06/2021 at 11:49:07,141.0,36.58547089308357,2.5073313782991207,469.27014
29/06/2021 at 11:49:10,144.0,36.5380125319025,2.5073313782991207,470.9031
29/06/2021 at 11:49:13,147.0,36.490656122166605,2.5073313782991207,472.7718
29/06/2021 at 11:49:16,150.0,36.443401226784495,2.5073313782991207,474.61993
29/06/2021 at 11:49:19,152.0,36.443401226784495,2.5073313782991207,476.39545
