Absolute Time,Time Elapsed,Temperature,Vref,Average Output

11/02/2022 at 15:19:43,0.0,42.67531089909399,1.373411534701857,496.94632
11/02/2022 at 15:19:47,4.0,42.67531089909399,1.373411534701857,484.97952
11/02/2022 at 15:19:50,7.0,42.7380261626014,1.373411534701857,478.56433
11/02/2022 at 15:19:54,11.0,42.7380261626014,1.373411534701857,479.08075
11/02/2022 at 15:19:57,14.0,42.7380261626014,1.373411534701857,480.29385
11/02/2022 at 15:20:00,16.0,42.7380261626014,1.373411534701857,480.5332
11/02/2022 at 15:20:10,27.0,42.7380261626014,1.373411534701857,544.74725
11/02/2022 at 15:20:14,31.0,42.7380261626014,1.373411534701857,544.60754
11/02/2022 at 15:20:16,33.0,42.7380261626014,1.373411534701857,544.85254
11/02/2022 at 15:20:26,43.0,42.7380261626014,1.373411534701857,486.85294
11/02/2022 at 15:20:30,47.0,42.7380261626014,1.373411534701857,482.4879
11/02/2022 at 15:20:33,49.0,42.7380261626014,1.373411534701857,481.91357
11/02/2022 at 15:20:36,53.0,42.426218980379986,1.373411534701857,480.11472
11/02/2022 at 15:20:40,57.0,41.93632325819038,1.373411534701857,490.53952
11/02/2022 at 15:20:43,60.0,41.63557643456453,1.373411534701857,495.58542
11/02/2022 at 15:20:47,63.0,41.45707829125295,1.373411534701857,500.07703
11/02/2022 at 15:20:50,67.0,41.33887747050311,1.373411534701857,503.2163
11/02/2022 at 15:20:53,70.0,41.22130705712722,1.373411534701857,506.56577
11/02/2022 at 15:20:56,73.0,41.104360362405565,1.373411534701857,509.60632
11/02/2022 at 15:20:59,76.0,40.98803080350943,1.373411534701857,512.52563
11/02/2022 at 15:21:02,79.0,40.87231190127768,1.373411534701857,515.1757
11/02/2022 at 15:21:06,82.0,40.81467944948564,1.373411534701857,517.78577
11/02/2022 at 15:21:09,86.0,40.69986460528103,1.373411534701857,520.36176
11/02/2022 at 15:21:12,89.0,40.58564465931099,1.373411534701857,523.17737
11/02/2022 at 15:21:15,92.0,40.528755852889,1.373411534701857,525.6743
11/02/2022 at 15:21:18,95.0,40.472013478563085,1.373411534701857,528.42194
11/02/2022 at 15:21:21,98.0,40.358965024379735,1.373411534701857,530.8558
11/02/2022 at 15:21:24,101.0,40.30265745799454,1.373411534701857,533.27814
11/02/2022 at 15:21:27,104.0,40.24649335053262,1.373411534701857,535.739
11/02/2022 at 15:21:30,107.0,40.13459260134588,1.373411534701857,538.1347
